,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1968,30,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,Healthcare Representative,Married,56050,0.0,12,8,1,9.0,0,8,1,7,0
1969,39,Travel_Rarely,Research & Development,6,2,Life Sciences,Male,Research Scientist,Married,106090,2.0,17,8,1,10.0,2,7,7,7,0
1970,37,Travel_Frequently,Sales,2,4,Life Sciences,Male,Laboratory Technician,Divorced,52380,1.0,15,8,1,10.0,5,10,0,7,0
1971,26,Travel_Rarely,Sales,8,3,Marketing,Female,Healthcare Representative,Single,30330,1.0,12,8,0,5.0,2,5,1,2,0
1972,45,Travel_Rarely,Research & Development,1,2,Medical,Female,Sales Executive,Divorced,70830,2.0,12,8,1,25.0,5,1,0,0,0
1973,33,Travel_Rarely,Sales,9,1,Other,Female,Sales Executive,Married,32950,6.0,22,8,2,7.0,2,3,1,1,0
1974,27,Travel_Rarely,Research & Development,8,2,Medical,Male,Laboratory Technician,Married,164220,1.0,20,8,1,6.0,3,6,0,3,0
1975,22,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,Sales Representative,Married,11020,6.0,19,8,0,4.0,3,2,2,2,0
1976,34,Travel_Rarely,Research & Development,28,3,Technical Degree,Male,Laboratory Technician,Divorced,107930,0.0,11,8,3,3.0,1,2,1,2,0
1977,40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Manager,Divorced,199430,2.0,13,8,1,15.0,3,7,7,7,0
1978,30,Travel_Rarely,Sales,20,3,Marketing,Male,Sales Executive,Divorced,48100,8.0,18,8,0,8.0,3,4,0,3,0
1979,34,Travel_Rarely,Human Resources,2,3,Human Resources,Male,Manufacturing Director,Married,28180,1.0,13,8,1,10.0,2,10,8,6,0
1980,29,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,Healthcare Representative,Divorced,48050,3.0,16,8,1,9.0,2,7,1,7,0
1981,23,Travel_Rarely,Research & Development,2,4,Medical,Female,Manager,Single,49360,0.0,19,8,1,5.0,2,4,1,2,0
1982,34,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,Research Scientist,Married,65860,9.0,18,8,1,9.0,3,2,2,1,0
1983,20,Travel_Frequently,Sales,8,3,Marketing,Male,Sales Executive,Single,34640,1.0,20,8,0,2.0,3,2,0,2,1
1984,54,Travel_Rarely,Research & Development,25,1,Medical,Female,Laboratory Technician,Married,48550,9.0,25,8,1,16.0,2,4,0,3,0
1985,28,Travel_Rarely,Sales,7,5,Life Sciences,Female,Sales Representative,Divorced,171230,5.0,15,8,1,6.0,2,4,0,3,1
1986,30,Non-Travel,Research & Development,15,3,Medical,Female,Sales Executive,Married,23800,4.0,18,8,3,9.0,2,5,1,4,0
1987,60,Travel_Frequently,Research & Development,16,3,Life Sciences,Female,Laboratory Technician,Married,23390,4.0,20,8,0,22.0,4,18,13,11,0
1988,44,Non-Travel,Research & Development,23,2,Medical,Female,Research Scientist,Married,195860,4.0,16,8,0,17.0,3,3,1,2,0
1989,56,Travel_Rarely,Research & Development,10,4,Other,Male,Sales Representative,Married,42580,2.0,16,8,0,5.0,2,3,1,0,0
1990,59,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,Laboratory Technician,Single,166060,7.0,11,8,0,28.0,6,21,7,9,0
1991,37,Travel_Rarely,Research & Development,10,1,Technical Degree,Male,Sales Executive,Divorced,133410,1.0,14,8,1,18.0,3,18,12,17,0
1992,49,Travel_Rarely,Human Resources,6,2,Life Sciences,Female,Research Scientist,Married,107390,2.0,11,8,3,30.0,3,15,2,12,0
1993,33,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,Laboratory Technician,Single,34790,3.0,12,8,0,5.0,3,3,0,2,0
1994,49,Travel_Rarely,Sales,14,4,Life Sciences,Male,Research Scientist,Married,62300,2.0,14,8,0,23.0,2,1,0,0,0
1995,34,Travel_Rarely,Research & Development,19,3,Technical Degree,Female,Research Director,Divorced,33390,1.0,16,8,0,9.0,2,8,1,1,0
1996,43,Travel_Rarely,Sales,1,3,Marketing,Female,Manufacturing Director,Married,29320,5.0,24,8,0,22.0,3,17,1,9,0
1997,41,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,Healthcare Representative,Married,109200,0.0,15,8,1,21.0,3,20,0,10,0
1998,42,Travel_Frequently,Sales,13,4,Life Sciences,Female,Laboratory Technician,Single,22880,5.0,16,8,1,8.0,4,2,2,2,0
1999,33,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,Laboratory Technician,Divorced,90690,3.0,25,8,1,15.0,3,13,4,7,0
2000,41,Non-Travel,Sales,2,2,Medical,Male,Research Scientist,Married,107980,6.0,14,8,2,10.0,5,3,1,2,0
2001,49,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,Research Scientist,Married,34240,4.0,11,8,0,10.0,3,3,1,2,0
2002,29,Non-Travel,Research & Development,10,4,Technical Degree,Male,Healthcare Representative,Married,58690,1.0,11,8,1,10.0,6,10,0,9,0
2003,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,Research Scientist,Divorced,22930,0.0,18,8,0,5.0,0,4,0,2,1
2004,41,Travel_Rarely,Sales,6,3,Medical,Male,Sales Executive,Divorced,102390,3.0,24,8,3,23.0,3,21,12,6,0
2005,50,Travel_Rarely,Sales,8,4,Life Sciences,Male,Research Scientist,Divorced,96670,3.0,23,8,0,28.0,2,10,1,6,0
2006,26,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,Manager,Married,162910,1.0,22,8,0,5.0,3,5,3,3,0
2007,32,Travel_Rarely,Sales,1,3,Life Sciences,Male,Research Scientist,Single,27430,1.0,19,8,1,1.0,2,1,0,0,1
2008,41,Travel_Frequently,Sales,10,2,Medical,Female,Manufacturing Director,Divorced,79450,4.0,12,8,1,21.0,6,7,7,7,0
2009,35,Travel_Rarely,Sales,6,3,Marketing,Female,Sales Representative,Married,135820,1.0,17,8,1,1.0,3,1,0,1,0
2010,32,Travel_Rarely,Human Resources,12,2,Human Resources,Female,Sales Representative,Single,20610,1.0,15,8,1,1.0,2,1,0,0,0
2011,23,Travel_Rarely,Sales,6,4,Life Sciences,Male,Manufacturing Director,Single,103220,1.0,14,8,2,3.0,2,3,1,2,0
2012,31,Travel_Rarely,Sales,1,3,Marketing,Female,Sales Executive,Divorced,64650,4.0,17,8,0,13.0,3,7,5,7,0
2013,34,Travel_Rarely,Sales,4,3,Marketing,Female,Sales Representative,Divorced,50630,6.0,12,8,1,12.0,2,1,0,0,0
2014,38,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,Manager,Divorced,68700,1.0,11,8,1,8.0,5,8,7,7,0
2015,25,Travel_Rarely,Research & Development,11,3,Medical,Male,Manufacturing Director,Married,100960,0.0,11,8,1,4.0,3,3,1,2,0
2016,32,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,Research Scientist,Divorced,50030,,13,8,0,10.0,5,9,1,6,0
2017,35,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,Laboratory Technician,Single,31020,1.0,13,8,1,6.0,3,5,1,4,0
2018,41,Non-Travel,Sales,6,3,Life Sciences,Female,Research Director,Single,27730,1.0,11,8,0,19.0,3,19,11,9,0
2019,34,Travel_Rarely,Sales,1,1,Marketing,Female,Laboratory Technician,Married,24760,1.0,19,8,0,6.0,2,6,1,3,0
2020,56,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,Manufacturing Director,Married,52280,2.0,11,8,0,18.0,4,5,0,3,0
2021,26,Non-Travel,Research & Development,18,2,Medical,Male,Human Resources,Single,108800,1.0,23,8,1,7.0,5,7,5,7,0
2022,37,Travel_Rarely,Research & Development,20,5,Life Sciences,Male,Manager,Single,68040,4.0,13,8,1,8.0,1,3,0,2,0
2023,34,Travel_Frequently,Sales,1,3,Life Sciences,Male,Sales Executive,Married,24000,4.0,18,8,1,14.0,3,10,1,8,0
2024,40,Travel_Rarely,Research & Development,11,3,Life Sciences,Female,Sales Executive,Married,70050,1.0,20,8,2,21.0,2,20,9,9,0
2025,32,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,Manufacturing Director,Single,53630,1.0,13,8,0,6.0,4,6,4,1,0
2026,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,Manager,Single,30570,1.0,19,8,0,1.0,3,1,0,0,1
2027,35,Travel_Rarely,Research & Development,16,3,Medical,Female,Healthcare Representative,Single,23940,1.0,16,8,1,9.0,3,9,1,7,0
2028,55,Travel_Rarely,Research & Development,23,1,Life Sciences,Male,Laboratory Technician,Divorced,23420,5.0,11,8,2,8.0,2,4,1,2,0
2029,32,Travel_Frequently,Sales,9,4,Life Sciences,Male,Sales Executive,Single,43270,8.0,13,8,0,4.0,4,0,0,0,0
2030,42,Travel_Frequently,Human Resources,1,4,Technical Degree,Male,Manufacturing Director,Married,31620,2.0,17,8,2,24.0,1,20,13,9,0
2031,38,Travel_Rarely,Research & Development,3,4,Life Sciences,Female,Sales Representative,Divorced,44900,2.0,21,8,1,10.0,1,5,0,3,0
2032,31,Travel_Frequently,Research & Development,2,2,Medical,Female,Manufacturing Director,Single,53960,7.0,17,8,1,3.0,2,1,0,0,1
2033,53,Travel_Rarely,Sales,1,2,Life Sciences,Male,Manager,Divorced,39890,1.0,13,8,0,5.0,2,4,1,3,0
2034,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Manager,Single,57750,1.0,18,8,0,1.0,2,1,1,0,1
2035,34,Travel_Rarely,Research & Development,9,2,Medical,Male,Sales Executive,Married,32800,5.0,13,8,0,7.0,3,5,0,2,0
2036,48,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,Sales Executive,Married,97240,3.0,13,8,0,12.0,2,2,2,2,0
2037,59,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,Research Scientist,Married,56740,3.0,12,8,0,14.0,6,6,0,4,0
2038,39,Travel_Rarely,Sales,29,1,Marketing,Female,Laboratory Technician,Divorced,54600,6.0,13,8,2,21.0,3,19,15,2,0
2039,55,Travel_Rarely,Research & Development,1,4,Other,Female,Research Scientist,Married,67990,3.0,11,8,0,12.0,2,10,0,8,0
2040,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,Manufacturing Director,Divorced,99500,1.0,20,8,0,3.0,3,3,1,2,0
2041,30,Travel_Rarely,Sales,1,2,Technical Degree,Male,Laboratory Technician,Married,25060,8.0,22,8,0,4.0,3,2,2,2,0
2042,38,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Manufacturing Director,Single,27780,2.0,13,8,0,8.0,5,3,1,2,0
2043,49,Travel_Rarely,Sales,3,4,Marketing,Male,Sales Executive,Single,47280,3.0,11,8,1,8.0,4,5,0,4,0
2044,56,Travel_Rarely,Human Resources,2,1,Medical,Male,Sales Executive,Single,26440,4.0,11,8,1,37.0,2,6,0,2,0
2045,34,Travel_Rarely,Human Resources,2,3,Human Resources,Male,Manufacturing Director,Married,28180,1.0,13,8,1,10.0,2,10,8,6,0
2046,58,Travel_Frequently,Sales,9,2,Technical Degree,Male,Sales Executive,Divorced,21530,9.0,11,8,0,3.0,3,1,0,0,1
2047,45,Travel_Rarely,Sales,2,3,Life Sciences,Male,Healthcare Representative,Single,60740,0.0,14,8,0,9.0,2,8,3,1,0
2048,45,Non-Travel,Research & Development,9,2,Medical,Female,Sales Executive,Married,95250,9.0,19,8,0,22.0,3,20,11,8,0
2049,56,Travel_Rarely,Research & Development,4,3,Technical Degree,Female,Sales Executive,Married,198470,4.0,14,8,0,6.0,6,0,0,0,0
2050,34,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,Sales Representative,Single,192460,3.0,15,8,1,15.0,5,13,3,12,0
2051,31,Travel_Rarely,Research & Development,16,3,Medical,Male,Human Resources,Divorced,27820,1.0,19,8,1,13.0,5,13,9,9,0
2052,19,Non-Travel,Sales,2,2,Other,Male,Healthcare Representative,Single,98240,1.0,18,8,0,1.0,2,1,0,0,1
2053,24,Travel_Frequently,Sales,3,4,Marketing,Male,Sales Executive,Married,45080,0.0,11,8,1,3.0,5,2,2,1,0
2054,30,Travel_Rarely,Research & Development,6,4,Medical,Female,Sales Executive,Married,30410,1.0,11,8,1,9.0,2,9,0,8,0
2055,36,Travel_Frequently,Sales,16,2,Life Sciences,Male,Research Scientist,Married,12810,2.0,11,8,0,17.0,2,15,6,13,0
2056,38,Travel_Rarely,Research & Development,23,3,Medical,Male,Sales Representative,Married,39040,1.0,22,8,0,10.0,3,10,1,9,0
2057,31,Travel_Frequently,Research & Development,2,2,Medical,Female,Manufacturing Director,Single,53960,7.0,17,8,1,3.0,2,1,0,0,1
2058,33,Non-Travel,Research & Development,18,2,Medical,Female,Healthcare Representative,Divorced,63850,1.0,13,8,0,7.0,6,6,1,2,0
2059,31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,Sales Executive,Single,71040,1.0,14,8,1,3.0,3,3,2,2,1
2060,54,Travel_Rarely,Sales,24,3,Marketing,Male,Laboratory Technician,Married,26000,3.0,14,8,0,36.0,5,10,4,7,0
2061,22,Travel_Rarely,Research & Development,8,3,Other,Male,Sales Representative,Married,49070,,21,8,1,4.0,2,4,1,1,0
2062,40,Travel_Rarely,Research & Development,1,3,Medical,Female,Research Scientist,Divorced,37800,7.0,12,8,0,7.0,2,5,1,3,0
2063,44,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,Manufacturing Director,Married,76390,1.0,14,8,0,8.0,6,8,7,1,0
2064,32,Travel_Rarely,Sales,1,3,Life Sciences,Male,Research Scientist,Single,27430,1.0,19,8,1,1.0,2,1,0,0,1
2065,19,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,Laboratory Technician,Single,191970,1.0,12,8,0,1.0,2,1,0,0,0
2066,34,Travel_Rarely,Sales,10,2,Life Sciences,Female,Sales Executive,Single,77790,5.0,12,8,1,6.0,2,2,2,2,0
2067,29,Travel_Frequently,Sales,2,4,Life Sciences,Male,Healthcare Representative,Divorced,64990,1.0,18,8,3,10.0,3,10,2,8,0
2068,36,Travel_Rarely,Research & Development,18,1,Medical,Male,Manufacturing Director,Married,67250,9.0,17,8,1,7.0,3,3,1,1,0
2069,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,Sales Representative,Divorced,24380,7.0,16,8,0,10.0,5,7,6,2,0
2070,30,Travel_Rarely,Human Resources,1,4,Human Resources,Female,Manager,Married,174260,2.0,12,8,1,12.0,0,10,7,4,0
2071,36,Non-Travel,Research & Development,3,4,Medical,Male,Research Scientist,Single,40250,1.0,11,8,0,10.0,3,10,9,7,0
2072,47,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Sales Executive,Single,42490,2.0,13,8,1,25.0,2,17,12,11,0
2073,42,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,Sales Executive,Married,182650,9.0,12,8,1,18.0,4,13,5,7,0
2074,40,Travel_Rarely,Sales,26,4,Marketing,Female,Sales Executive,Married,34820,0.0,18,8,1,21.0,2,20,1,12,0
2075,47,Travel_Frequently,Research & Development,1,3,Medical,Female,Sales Executive,Married,196270,7.0,11,8,2,25.0,1,23,14,10,1
2076,49,Travel_Rarely,Research & Development,25,2,Life Sciences,Female,Sales Executive,Married,43450,4.0,15,8,0,29.0,3,26,1,7,0
2077,30,Travel_Rarely,Sales,18,3,Life Sciences,Male,Human Resources,Married,22960,1.0,18,8,1,10.0,2,10,3,0,0
2078,40,Travel_Rarely,Sales,10,4,Life Sciences,Male,Research Scientist,Single,93620,2.0,11,8,1,8.0,6,2,2,2,0
2079,28,Travel_Rarely,Research & Development,11,2,Medical,Male,Sales Executive,Single,58130,2.0,20,8,1,5.0,2,0,0,0,1
2080,40,Travel_Frequently,Research & Development,3,4,Medical,Female,Human Resources,Married,51260,5.0,18,8,0,20.0,2,18,1,12,0
2081,31,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,Research Director,Divorced,53430,1.0,14,8,1,13.0,3,13,0,8,0
2082,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,Research Scientist,Married,198590,3.0,19,8,0,6.0,3,3,2,2,1
2083,34,Travel_Frequently,Human Resources,7,4,Other,Female,Research Scientist,Married,13930,1.0,11,8,2,10.0,4,10,1,9,0
2084,28,Travel_Rarely,Sales,4,4,Life Sciences,Male,Healthcare Representative,Married,54330,1.0,13,8,1,5.0,4,5,0,2,0
2085,33,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,Laboratory Technician,Divorced,24510,1.0,13,8,1,9.0,3,9,0,8,0
2086,35,Travel_Rarely,Sales,8,4,Life Sciences,Male,Laboratory Technician,Married,24610,2.0,20,8,1,17.0,4,7,0,7,0
2087,58,Travel_Rarely,Research & Development,24,3,Other,Female,Research Scientist,Single,43170,7.0,17,8,0,40.0,2,31,13,8,1
2088,29,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,Sales Executive,Divorced,39780,1.0,11,8,0,7.0,0,7,1,7,0
2089,38,Travel_Frequently,Sales,4,3,Medical,Male,Research Scientist,Divorced,23060,2.0,19,8,1,13.0,5,4,1,2,0
2090,29,Travel_Rarely,Sales,9,3,Life Sciences,Male,Laboratory Technician,Single,111030,1.0,12,8,0,10.0,5,10,0,9,0
2091,26,Travel_Frequently,Research & Development,1,4,Other,Male,Laboratory Technician,Divorced,104470,1.0,18,8,0,6.0,3,6,1,4,0
2092,18,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,Sales Executive,Single,34680,1.0,18,8,2,0.0,4,0,0,0,1
2093,31,Travel_Rarely,Research & Development,20,1,Technical Degree,Female,Research Scientist,Married,99070,,13,8,1,6.0,3,5,0,3,0
2094,33,Non-Travel,Research & Development,14,3,Other,Male,Research Scientist,Divorced,108200,5.0,12,8,0,11.0,2,9,1,7,0
2095,34,Travel_Rarely,Sales,2,3,Marketing,Male,Sales Representative,Single,103120,1.0,12,8,0,6.0,2,6,1,3,0
2096,20,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,Laboratory Technician,Single,27070,1.0,11,8,0,1.0,2,1,0,0,1
2097,38,Travel_Rarely,Research & Development,1,2,Medical,Male,Laboratory Technician,Divorced,64720,0.0,12,8,0,17.0,4,16,5,13,0
2098,37,Travel_Frequently,Sales,2,3,Marketing,Female,Laboratory Technician,Divorced,97560,4.0,19,8,0,13.0,2,9,5,8,0
2099,41,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,Laboratory Technician,Single,53470,1.0,24,8,1,4.0,1,4,0,2,1
2100,20,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,Research Scientist,Single,63970,1.0,17,8,1,1.0,3,1,0,0,1
2101,30,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,Research Scientist,Divorced,55070,1.0,12,8,2,10.0,2,10,1,2,0
2102,46,Travel_Rarely,Sales,4,3,Medical,Male,Research Scientist,Single,26190,6.0,12,8,1,10.0,3,7,5,7,0
2103,59,Non-Travel,Research & Development,12,2,Life Sciences,Male,Sales Executive,Married,47230,9.0,14,8,0,30.0,0,3,2,2,0
2104,42,Travel_Rarely,Sales,18,2,Medical,Male,Laboratory Technician,Divorced,23980,0.0,14,8,1,10.0,2,9,7,8,0
2105,30,Travel_Rarely,Research & Development,11,4,Medical,Male,Laboratory Technician,Divorced,171690,1.0,17,8,2,1.0,2,1,0,0,0
2106,38,Travel_Rarely,Research & Development,1,2,Medical,Male,Laboratory Technician,Divorced,64720,0.0,12,8,0,17.0,4,16,5,13,0
2107,45,Travel_Rarely,Sales,2,3,Life Sciences,Male,Healthcare Representative,Single,60740,0.0,14,8,0,9.0,2,8,3,1,0
2108,34,Travel_Rarely,Research & Development,8,2,Medical,Male,Research Scientist,Married,58780,1.0,14,8,0,5.0,1,5,1,3,0
2109,47,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,Research Scientist,Divorced,54410,9.0,22,8,1,28.0,6,22,11,13,0
2110,50,Non-Travel,Research & Development,17,3,Medical,Female,Laboratory Technician,Divorced,42980,1.0,20,8,1,31.0,6,31,14,7,0
2111,43,Travel_Frequently,Research & Development,5,3,Medical,Female,Laboratory Technician,Married,96990,8.0,19,8,1,18.0,3,8,0,1,0
2112,31,Travel_Rarely,Research & Development,8,5,Life Sciences,Male,Sales Executive,Married,131200,1.0,12,8,2,13.0,6,12,5,7,0
2113,22,Travel_Rarely,Research & Development,16,5,Other,Male,Research Scientist,Married,29910,1.0,19,8,2,2.0,3,2,1,2,0
2114,39,Non-Travel,Research & Development,6,3,Life Sciences,Male,Laboratory Technician,Single,28510,9.0,15,8,0,9.0,2,5,0,3,0
2115,31,Travel_Frequently,Research & Development,5,2,Technical Degree,Male,Sales Executive,Married,65020,1.0,12,8,0,4.0,3,4,0,3,0
2116,29,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,Healthcare Representative,Divorced,48050,,16,8,1,9.0,2,7,1,7,0
2117,41,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,Sales Executive,Married,66230,5.0,18,8,0,14.0,3,5,1,4,0
2118,34,Travel_Rarely,Research & Development,26,3,Medical,Male,Laboratory Technician,Single,52370,1.0,19,8,1,10.0,3,10,5,7,0
2119,36,Travel_Rarely,Research & Development,2,2,Medical,Female,Healthcare Representative,Divorced,114160,6.0,16,8,0,13.0,2,5,0,4,0
2120,55,Non-Travel,Research & Development,27,3,Life Sciences,Female,Manager,Divorced,48590,1.0,24,8,1,34.0,3,33,15,0,0
2121,43,Travel_Frequently,Sales,4,3,Medical,Female,Healthcare Representative,Divorced,34190,3.0,11,8,1,10.0,5,8,4,7,0
2122,24,Travel_Rarely,Research & Development,5,1,Other,Male,Manufacturing Director,Married,43350,1.0,15,8,1,5.0,5,5,0,3,0
2123,26,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,Manager,Married,162910,1.0,22,8,0,5.0,3,5,3,3,0
2124,42,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,Manufacturing Director,Married,26450,1.0,15,8,0,10.0,5,10,2,2,0
2125,45,Travel_Rarely,Research & Development,2,1,Medical,Female,Sales Executive,Married,44040,0.0,23,8,0,9.0,2,8,3,7,0
2126,37,Travel_Rarely,Sales,10,4,Marketing,Female,Human Resources,Married,30720,5.0,14,8,0,17.0,3,14,11,7,1
2127,35,Travel_Rarely,Research & Development,6,4,Medical,Female,Manufacturing Director,Divorced,119960,1.0,19,8,2,16.0,3,16,10,1,0
2128,31,Non-Travel,Research & Development,1,2,Medical,Male,Sales Executive,Divorced,195130,1.0,12,8,1,10.0,1,10,9,6,0
2129,33,Non-Travel,Sales,7,3,Life Sciences,Male,Sales Executive,Married,112450,0.0,21,8,0,8.0,3,7,0,7,0
2130,50,Travel_Rarely,Research & Development,4,2,Medical,Female,Laboratory Technician,Married,27990,4.0,12,8,1,27.0,0,1,0,0,0
2131,30,Travel_Frequently,Sales,3,2,Marketing,Male,Research Scientist,Single,11290,9.0,19,8,0,3.0,2,1,0,0,1
2132,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,Research Scientist,Married,17900,5.0,16,8,1,6.0,4,2,1,1,1
2133,31,Travel_Frequently,Research & Development,9,4,Medical,Male,Sales Executive,Divorced,46840,1.0,16,8,1,2.0,4,2,2,2,0
2134,35,Travel_Rarely,Sales,7,4,Other,Female,Healthcare Representative,Married,25530,1.0,14,8,1,1.0,4,1,0,0,0
2135,45,Non-Travel,Sales,2,3,Medical,Female,Sales Executive,Married,66440,1.0,12,8,0,9.0,3,9,0,8,0
2136,51,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,Manager,Single,15690,2.0,11,8,0,18.0,2,4,0,3,1
2137,47,Non-Travel,Research & Development,3,2,Life Sciences,Female,Sales Executive,Married,39550,7.0,12,8,1,4.0,5,1,0,0,0
2138,40,Travel_Rarely,Research & Development,1,4,Medical,Male,Research Scientist,Divorced,192320,2.0,14,8,1,11.0,3,1,0,0,0
2139,50,Travel_Rarely,Research & Development,5,4,Life Sciences,Male,Sales Executive,Married,118780,2.0,13,8,1,29.0,2,8,7,7,0
2140,34,Travel_Frequently,Sales,17,1,Marketing,Male,Research Director,Divorced,20010,9.0,22,8,1,11.0,5,3,0,2,1
2141,36,Travel_Frequently,Sales,25,3,Marketing,Female,Research Director,Single,55050,4.0,21,8,2,13.0,3,8,7,2,0
